ResponseID,Timestamp,Q1_Age,Q2_Gender,Q3_City,Q4_Occupation,Q5_Income,Q6_Education,Q7_Awareness,Q8_Purchase,Q9_Motivation,Q10_BrowseFrequency,Q12_BiggestConcern,Q13_AuthImportance,Q19_Mechanism,Q20_Community,Q25_Discovery,Q26_ShoppingTime,Q27_DecisionSpeed,Q28_Influence,Q29_MaxSpent,Q30_Sneakers_WTP,Q30_Watches_WTP,Q30_Cards_WTP,Q31_HobbySpending,Q32_IncomePercent,Q33_EMI,Q34_Likelihood,Q35_Recommend,Q36_When,Q37_OneFeature,Q38_Suggestions,Q11_Instagram_Facebook_Groups,Q11_OLX_Quikr,Q11_Retail_Stores,Q11_International_Platforms,Q11_Friends_Personal_Network,Q11_Local_Meetups_Events,Q11_Don't_buy_sell,Q11_Other,Q14_Limited_Edition_Sneakers,Q14_Luxury_Watches,Q14_Affordable_Fashion_Watches,Q14_Sports_Trading_Cards,Q14_Pokemon_Gaming_Cards,Q14_Streetwear,Q14_Collectible_Toys,Q14_Vintage_Items,Q14_Art_Prints_Posters,Q14_Comic_Books,Q14_None,Q15_Limited_edition_releases,Q15_Brand_collaborations,Q15_Resale_value_Investment,Q15_Personal_style_fashion,Q15_Rarity,Q15_Brand_loyalty,Q15_Not_interested,Q16_Luxury_1L+,Q16_Mid_range_20K_1L,Q16_Affordable_Below_20K,Q16_Vintage_watches,Q16_Smart_watches,Q16_Limited_editions,Q16_Not_interested,Q17_Cricket_cards,Q17_Football_Soccer_cards,Q17_Basketball_cards,Q17_Pokemon_cards,Q17_Other_gaming_cards,Q17_Not_interested,Q18_Brand_New_Deadstock,Q18_Gently_Used_9_10,Q18_Used_7-8_10,Q18_Vintage_Pre-owned,Q18_Only_Brand_New,Q21_Physical_authentication_centers,Q21_Money-back_guarantee,Q21_Verified_seller_badges,Q21_User_reviews_ratings,Q21_Partnership_with_brands,Q21_Insurance_on_items,Q21_Transparent_fee_structure,Q21_Celebrity_Influencer_endorsement,Q21_Video_proof_of_authentication,Q22_UPI,Q22_Credit_Debit_Card,Q22_Net_Banking,Q22_EMI_Options,Q22_Cash_on_Delivery,Q22_Digital_Wallets,Q22_Cryptocurrency,Q23_Price_history_tracking,Q23_Authentication_certificate,Q23_Seller_ratings,Q23_Real-time_bidding,Q23_Mobile_app,Q23_Wishlist_Save_items,Q23_Price_alerts,Q23_Video_authentication_proof,Q23_Community_forums,Q23_Return_Refund_policy,Q23_Secure_packaging,Q24_Storage_Vault_service,Q24_Authentication-only_service,Q24_Collectible_insurance,Q24_Market_value_appraisal,Q24_Cleaning_restoration_service,Q24_Consignment_selling,Q24_None
462,2024-01-20 05:00:00,28-32,Prefer not to say,Bangalore,Employed (Private Sector),3-6 Lakhs,Undergraduate,"Yes, very aware","Yes, once or twice",Investment/resale value,Once a month,Authenticity/Fake products,Very important,Fixed Price Marketplace,Neutral,Social media,Afternoon (12 PM - 5 PM),Moderate (1-3 days),Rarity/Exclusivity,Never purchased,4262,5501,1840,Below 1000,15-20%,Maybe,Definitely will use,"Yes, definitely",After 3-6 months,Better prices than international platforms,No specific suggestions at this time,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
463,2024-01-20 06:00:00,33-37,Female,Other Metro,Freelancer,Above 50 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,Rarely,Limited selection,Extremely important,Bid/Ask System,Neutral,Friends/Word of mouth,Afternoon (12 PM - 5 PM),Slow (weeks),Rarity/Exclusivity,Never purchased,15477,327464,22538,5000-10000,10-15%,Maybe,Very likely,Probably yes,Within first month,EMI options for high-value items,Interested to see how this develops,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
464,2024-01-20 07:00:00,28-32,Male,Bangalore,Employed (Private Sector),6-10 Lakhs,Graduate,"Yes, very aware","No, but interested",N/A,Never,Authenticity/Fake products,Somewhat important,Bid/Ask System,Neutral,Influencers/Celebrities,Night (9 PM - 12 AM),Quick (same day),Price/Good deal,Never purchased,4358,5011,4954,10000-20000,15-20%,"Yes, if interest-free",Very likely,Probably yes,Within first month,Verified seller ratings,Need strong anti-fraud measures,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
465,2024-01-20 08:00:00,46+,Male,Tier 3 City,Employed (Private Sector),15-25 Lakhs,Undergraduate,Not aware at all,"No, not interested",N/A,Never,Authenticity/Fake products,Very important,Hybrid,Neutral,Friends/Word of mouth,Night (9 PM - 12 AM),Quick (same day),Price/Good deal,Never purchased,10432,117800,6877,1000-3000,Less than 5%,"Yes, if interest-free",Definitely won't use,Probably no,After 6-12 months,Wide variety of collectibles,Keep fees transparent and reasonable,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
466,2024-01-20 09:00:00,23-27,Female,Ahmedabad,Employed (Private Sector),3-6 Lakhs,Post-Graduate,"Yes, very aware","Yes, once or twice",Investment/resale value,Daily,Limited selection,Very important,Hybrid,Very important,Random browsing,Night (9 PM - 12 AM),Impulsive (within minutes),Personal desire/passion,Below 2000,4402,7292,1801,Below 1000,5-10%,Maybe,Very likely,"Yes, definitely",After 3-6 months,Insurance on high-value items,Community aspect is important,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
467,2024-01-20 10:00:00,23-27,Male,Delhi/NCR,Employed (Private Sector),3-6 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Investment/resale value,Rarely,Lack of return policy,Extremely important,Bid/Ask System,Not important,Influencers/Celebrities,Evening (5 PM - 9 PM),Moderate (1-3 days),Investment potential,25000-50000,3492,14528,4712,5000-10000,10-15%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,Price tracking and alerts,Keep fees transparent and reasonable,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
468,2024-01-20 11:00:00,38-45,Male,Other Metro,Employed (Government),25-50 Lakhs,Graduate,Not aware at all,"No, not interested",N/A,Once a month,Authenticity/Fake products,Very important,Bid/Ask System,Neutral,Social media,Afternoon (12 PM - 5 PM),Moderate (1-3 days),Personal desire/passion,Never purchased,35440,464135,20719,3000-5000,Less than 5%,Maybe,Definitely won't use,Definitely no,Probably never,Expert authentication team,No specific suggestions at this time,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
469,2024-01-20 12:00:00,23-27,Male,Mumbai,Employed (Private Sector),3-6 Lakhs,Post-Graduate,Somewhat aware,"No, but interested",N/A,Once a month,High prices,Extremely important,Hybrid,Not important,Social media,Evening (5 PM - 9 PM),Moderate (1-3 days),Personal desire/passion,Below 2000,4755,6081,3632,1000-3000,10-15%,Maybe,Definitely will use,"Yes, definitely",After 3-6 months,Better prices than international platforms,Would love to see rare collectibles,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
470,2024-01-20 13:00:00,46+,Male,Kolkata,Employed (Private Sector),10-15 Lakhs,Undergraduate,Not aware at all,"No, not interested",N/A,2-3 times a week,Authenticity/Fake products,Extremely important,Live Auction,Very important,Influencers/Celebrities,Night (9 PM - 12 AM),Slow (weeks),Personal desire/passion,Never purchased,9234,37234,7486,5000-10000,Less than 5%,"Yes, definitely",Definitely won't use,Probably no,After 3-6 months,Physical authentication centers in my city,Make sure customer service is responsive,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
471,2024-01-20 14:00:00,18-22,Male,Bangalore,Student,6-10 Lakhs,High School,"Yes, very aware","Yes, multiple times",Personal collection/hobby,Once a month,Payment security,Very important,Bid/Ask System,Not important,Friends/Word of mouth,Late night (12 AM - 6 AM),Moderate (1-3 days),Rarity/Exclusivity,Below 2000,8924,21659,10766,Above 20000,10-15%,Maybe,Definitely will use,Probably yes,After 3-6 months,Guaranteed authenticity with certificate,Focus on user experience,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
472,2024-01-20 15:00:00,46+,Male,Ahmedabad,Employed (Private Sector),Above 50 Lakhs,Post-Graduate,Heard about it but don't know much,"No, not interested",N/A,Never,High prices,Extremely important,No preference,Neutral,Social media,Afternoon (12 PM - 5 PM),Impulsive (within minutes),Price/Good deal,Never purchased,30741,196626,63920,3000-5000,5-10%,Maybe,Not likely,Probably no,Probably never,Expert authentication team,Make sure customer service is responsive,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0
473,2024-01-20 16:00:00,18-22,Male,Ahmedabad,Employed (Private Sector),6-10 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,Rarely,Trust in seller,Very important,Hybrid,Neutral,Social media,Morning (6 AM - 12 PM),Quick (same day),Price/Good deal,Never purchased,18306,9370,9756,3000-5000,Less than 5%,Maybe,Somewhat likely,"Yes, definitely",After 3-6 months,Lower transaction fees than competitors,Partnership with authorized retailers would help,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
474,2024-01-20 17:00:00,38-45,Male,Kolkata,Employed (Government),10-15 Lakhs,Graduate,Heard about it but don't know much,"Yes, once or twice",Personal collection/hobby,Once a week,Authenticity/Fake products,Extremely important,Bid/Ask System,Very important,Online forums/communities,Night (9 PM - 12 AM),Moderate (1-3 days),Rarity/Exclusivity,2000-5000,5744,49529,4112,1000-3000,5-10%,"Yes, definitely",Very likely,"Yes, definitely",Within first month,Expert authentication team,Partnership with authorized retailers would help,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
475,2024-01-20 18:00:00,28-32,Prefer not to say,Chennai,Unemployed,10-15 Lakhs,Post-Graduate,Heard about it but don't know much,"No, but interested",N/A,Daily,High prices,Extremely important,Bid/Ask System,Neutral,Retail stores,Night (9 PM - 12 AM),Moderate (1-3 days),Price/Good deal,Never purchased,6881,22183,5249,3000-5000,5-10%,"Yes, if interest-free",Very likely,Not sure,Within first month,Fast and secure delivery,Video authentication would be great,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
476,2024-01-20 19:00:00,46+,Male,Delhi/NCR,Employed (Private Sector),15-25 Lakhs,Post-Graduate,Somewhat aware,"No, but interested",N/A,Once a week,High prices,Extremely important,Fixed Price Marketplace,Not important,Social media,Night (9 PM - 12 AM),Moderate (1-3 days),Price/Good deal,Never purchased,7663,98468,28074,1000-3000,5-10%,"Yes, if interest-free",Definitely will use,Probably yes,Probably never,EMI options for high-value items,Need strong anti-fraud measures,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
477,2024-01-20 20:00:00,18-22,Male,Mumbai,Self-Employed/Business Owner,3-6 Lakhs,Doctorate,Somewhat aware,"Yes, multiple times",Investment/resale value,Rarely,High prices,Not important at all,Bid/Ask System,Neutral,Social media,Night (9 PM - 12 AM),Moderate (1-3 days),Price/Good deal,Below 2000,3551,2879,4970,1000-3000,Less than 5%,"Yes, if interest-free",Very likely,"Yes, definitely",Immediately,Price tracking and alerts,Video authentication would be great,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
478,2024-01-20 21:00:00,28-32,Male,Bangalore,Employed (Private Sector),3-6 Lakhs,Graduate,"Yes, very aware","No, not interested",N/A,Once a month,Authenticity/Fake products,Very important,Bid/Ask System,Somewhat important,Influencers/Celebrities,Late night (12 AM - 6 AM),Moderate (1-3 days),Price/Good deal,Below 2000,3096,2892,555,Below 1000,10-15%,"Yes, if interest-free",Somewhat likely,Probably no,After 3-6 months,Transparent pricing with no hidden charges,Community aspect is important,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
479,2024-01-20 22:00:00,46+,Male,Mumbai,Employed (Private Sector),15-25 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,Once a week,Payment security,Very important,Bid/Ask System,Not important,Retail stores,Evening (5 PM - 9 PM),Slow (weeks),Investment potential,Never purchased,10994,128962,2281,1000-3000,5-10%,"No, prefer full payment",Very likely,"Yes, definitely",After 3-6 months,Expert authentication team,Hope shipping is secure and insured,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
480,2024-01-20 23:00:00,28-32,Female,Hyderabad,Student,Below 3 Lakhs,Graduate,"Yes, very aware","Yes, once or twice",Nostalgia,Daily,Limited selection,Extremely important,Hybrid,Somewhat important,Online forums/communities,Night (9 PM - 12 AM),Moderate (1-3 days),Price/Good deal,2000-5000,2632,11844,3137,Below 1000,5-10%,Maybe,Very likely,Not sure,After 6-12 months,Community of verified collectors,Need strong anti-fraud measures,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
481,2024-01-21 00:00:00,28-32,Female,Delhi/NCR,Employed (Private Sector),6-10 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Gift for someone,Once a week,Trust in seller,Extremely important,Hybrid,Somewhat important,Retail stores,Late night (12 AM - 6 AM),Slow (weeks),Resale value,Never purchased,8479,38576,1708,3000-5000,0% (Not willing),Maybe,Definitely will use,"Yes, definitely",Within first month,Price tracking and alerts,Keep fees transparent and reasonable,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
482,2024-01-21 01:00:00,28-32,Male,Tier 2 City,Employed (Private Sector),15-25 Lakhs,Graduate,Somewhat aware,"Yes, once or twice",Nostalgia,Once a week,Shipping damage,Not very important,Fixed Price Marketplace,Somewhat important,Friends/Word of mouth,Night (9 PM - 12 AM),Quick (same day),Resale value,5000-10000,18387,49514,17494,3000-5000,15-20%,"Yes, if interest-free",Very likely,"Yes, definitely",Within first month,Mobile app with good UI/UX,"Looks promising, hope it launches soon",0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
483,2024-01-21 02:00:00,28-32,Male,Pune,Employed (Private Sector),3-6 Lakhs,Undergraduate,Heard about it but don't know much,"No, not interested",N/A,Rarely,Limited selection,Extremely important,Bid/Ask System,Not important,Retail stores,Evening (5 PM - 9 PM),Moderate (1-3 days),Resale value,Never purchased,5510,4192,2452,3000-5000,Less than 5%,"No, prefer full payment",Not likely,Not sure,Within first month,Lower transaction fees than competitors,Make sure customer service is responsive,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
484,2024-01-21 03:00:00,28-32,Female,Kolkata,Student,Below 3 Lakhs,Post-Graduate,Heard about it but don't know much,"Yes, once or twice",Gift for someone,Once a month,Lack of return policy,Extremely important,Bid/Ask System,Very important,Friends/Word of mouth,Afternoon (12 PM - 5 PM),Slow (weeks),Price/Good deal,10000-25000,4417,2749,2374,1000-3000,5-10%,"Yes, definitely",Somewhat likely,Probably yes,After 3-6 months,Better prices than international platforms,No specific suggestions at this time,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
485,2024-01-21 04:00:00,28-32,Female,Mumbai,Student,Below 3 Lakhs,Graduate,"Yes, very aware","No, but interested",N/A,Once a week,Shipping damage,Very important,Bid/Ask System,Somewhat important,Social media,Evening (5 PM - 9 PM),Quick (same day),Rarity/Exclusivity,Below 2000,2758,11089,2863,1000-3000,10-15%,Maybe,Definitely will use,"Yes, definitely",Immediately,Guaranteed authenticity with certificate,Video authentication would be great,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
486,2024-01-21 05:00:00,38-45,Male,Ahmedabad,Employed (Private Sector),Above 50 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Investment/resale value,Once a week,Authenticity/Fake products,Extremely important,Fixed Price Marketplace,Neutral,Retail stores,Evening (5 PM - 9 PM),Slow (weeks),Price/Good deal,10000-25000,35042,56626,14393,5000-10000,Less than 5%,"No, prefer full payment",Definitely will use,Probably yes,After 3-6 months,Expert authentication team,"Good concept, execution will be key",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
487,2024-01-21 06:00:00,18-22,Male,Other Metro,Unemployed,3-6 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Personal collection/hobby,Daily,High prices,Somewhat important,Bid/Ask System,Neutral,Friends/Word of mouth,Night (9 PM - 12 AM),Moderate (1-3 days),Rarity/Exclusivity,Never purchased,4287,2421,3676,1000-3000,5-10%,Maybe,Somewhat likely,Not sure,After 3-6 months,Insurance on high-value items,No specific suggestions at this time,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
488,2024-01-21 07:00:00,23-27,Male,Bangalore,Employed (Private Sector),3-6 Lakhs,Undergraduate,Somewhat aware,"Yes, multiple times",Gift for someone,Never,Authenticity/Fake products,Very important,Hybrid,Somewhat important,Random browsing,Afternoon (12 PM - 5 PM),Impulsive (within minutes),Price/Good deal,2000-5000,3755,3499,515,Above 20000,Less than 5%,"No, prefer full payment",Definitely will use,"Yes, definitely",Within first month,Wide variety of collectibles,Focus on user experience,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
489,2024-01-21 08:00:00,46+,Prefer not to say,Pune,Employed (Private Sector),25-50 Lakhs,High School,Heard about it but don't know much,"No, but interested",N/A,Once a week,High prices,Extremely important,Bid/Ask System,Not important,Social media,Afternoon (12 PM - 5 PM),Moderate (1-3 days),Resale value,Below 2000,31594,425214,34628,1000-3000,10-15%,Maybe,Very likely,Probably yes,After 3-6 months,Wide variety of collectibles,Focus on user experience,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
490,2024-01-21 09:00:00,38-45,Male,Chennai,Employed (Private Sector),25-50 Lakhs,Graduate,"Yes, very aware","No, not interested",N/A,Once a week,Authenticity/Fake products,Extremely important,No preference,Not important,Influencers/Celebrities,Night (9 PM - 12 AM),Impulsive (within minutes),Personal desire/passion,Never purchased,26926,152458,26776,3000-5000,5-10%,"Yes, if interest-free",Somewhat likely,"Yes, definitely",After 3-6 months,Lower transaction fees than competitors,Community aspect is important,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
491,2024-01-21 10:00:00,28-32,Female,Mumbai,Employed (Private Sector),6-10 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Investment/resale value,Once a week,Trust in seller,Extremely important,No preference,Very important,Influencers/Celebrities,Morning (6 AM - 12 PM),Very slow (months),Resale value,5000-10000,3206,14772,5187,Below 1000,10-15%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,Fast and secure delivery,Video authentication would be great,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
492,2024-01-21 11:00:00,28-32,Male,Bangalore,Employed (Private Sector),10-15 Lakhs,Graduate,"Yes, very aware","Yes, multiple times",Investment/resale value,Once a month,Authenticity/Fake products,Somewhat important,Live Auction,Somewhat important,Social media,Evening (5 PM - 9 PM),Slow (weeks),Rarity/Exclusivity,10000-25000,9427,12626,11712,3000-5000,10-15%,"Yes, if interest-free",Definitely will use,"Yes, definitely",Immediately,Easy return policy,Need strong anti-fraud measures,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
493,2024-01-21 12:00:00,23-27,Male,Bangalore,Employed (Private Sector),6-10 Lakhs,Post-Graduate,Somewhat aware,"Yes, once or twice",Investment/resale value,Once a month,Authenticity/Fake products,Very important,Fixed Price Marketplace,Very important,Retail stores,Evening (5 PM - 9 PM),Impulsive (within minutes),Rarity/Exclusivity,10000-25000,7183,23540,6577,5000-10000,5-10%,"Yes, definitely",Definitely will use,"Yes, definitely",Immediately,Fast and secure delivery,"Looks promising, hope it launches soon",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
494,2024-01-21 13:00:00,23-27,Male,Mumbai,Employed (Private Sector),6-10 Lakhs,Post-Graduate,Heard about it but don't know much,"No, but interested",N/A,Once a month,High prices,Extremely important,No preference,Somewhat important,Friends/Word of mouth,Evening (5 PM - 9 PM),Impulsive (within minutes),Personal desire/passion,Below 2000,8424,22742,1320,10000-20000,5-10%,Maybe,Very likely,Probably yes,After 3-6 months,Lower transaction fees than competitors,Community aspect is important,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
